Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
update_basic_info,Chrome 70.0.3538.77,,2018-11-13 13:53:41,2018-11-13 13:54:05,24.493s,PASSED
,,,,,,
Test Cases/Login Page,Chrome 70.0.3538.77,,2018-11-13 13:53:41,2018-11-13 13:53:54,12.788s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-13 13:53:41,2018-11-13 13:53:42,0.059s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-13 13:53:42,2018-11-13 13:53:48,6.508s,PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-13 13:53:48,2018-11-13 13:53:49,1.146s,PASSED
navigateToUrl,Chrome 70.0.3538.77,JIN URL,2018-11-13 13:53:49,2018-11-13 13:53:51,1.368s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Email',2018-11-13 13:53:51,2018-11-13 13:53:52,1.735s,PASSED
setEncryptedText,Chrome 70.0.3538.77,Enter 'Password',2018-11-13 13:53:52,2018-11-13 13:53:53,0.369s,PASSED
click,Chrome 70.0.3538.77,"Click ""Login "" button",2018-11-13 13:53:53,2018-11-13 13:53:53,0.225s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,Verify Sucessful Login ,2018-11-13 13:53:53,2018-11-13 13:53:54,0.968s,PASSED
,,,,,,
Test Cases/Profile,Chrome 70.0.3538.77,Update profile,2018-11-13 13:53:54,2018-11-13 13:53:56,2.271s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-13 13:53:54,2018-11-13 13:53:54,0.003s,PASSED
click,Chrome 70.0.3538.77,Click on drow-arrow icon on top right corner,2018-11-13 13:53:54,2018-11-13 13:53:55,0.600s,PASSED
click,Chrome 70.0.3538.77,Click 'Profile',2018-11-13 13:53:55,2018-11-13 13:53:55,0.293s,PASSED
click,Chrome 70.0.3538.77,Click 'Create',2018-11-13 13:53:55,2018-11-13 13:53:56,0.660s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,Verify profile update page ,2018-11-13 13:53:56,2018-11-13 13:53:56,0.406s,PASSED
,,,,,,
Test Cases/basic_info,Chrome 70.0.3538.77,Update Basic info of user,2018-11-13 13:53:56,2018-11-13 13:54:04,8.171s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-13 13:53:57,2018-11-13 13:53:57,0.001s,PASSED
setText,Chrome 70.0.3538.77,Address 1,2018-11-13 13:53:57,2018-11-13 13:53:57,0.522s,PASSED
setText,Chrome 70.0.3538.77,Address 2,2018-11-13 13:53:57,2018-11-13 13:53:58,0.381s,PASSED
setText,Chrome 70.0.3538.77,City,2018-11-13 13:53:58,2018-11-13 13:53:58,0.383s,PASSED
setText,Chrome 70.0.3538.77,State,2018-11-13 13:53:58,2018-11-13 13:53:58,0.329s,PASSED
setText,Chrome 70.0.3538.77,Pin-code,2018-11-13 13:53:58,2018-11-13 13:53:59,0.238s,PASSED
setText,Chrome 70.0.3538.77,Emergency Contact Number,2018-11-13 13:53:59,2018-11-13 13:53:59,0.324s,PASSED
setText,Chrome 70.0.3538.77,Emergency Contact Relationship,2018-11-13 13:53:59,2018-11-13 13:53:59,0.267s,PASSED
click,Chrome 70.0.3538.77,Click 'Update' button,2018-11-13 13:53:59,2018-11-13 13:53:59,0.171s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 13:53:59,2018-11-13 13:54:04,5.027s,PASSED
