Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
update_basic_info,Chrome 70.0.3538.77,,2018-11-12 17:01:18,2018-11-12 17:01:31,13.665s,ERROR
,,,,,,
Test Cases/Login Page,Chrome 70.0.3538.77,,2018-11-12 17:01:18,2018-11-12 17:01:27,8.531s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-12 17:01:18,2018-11-12 17:01:18,0.045s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-12 17:01:18,2018-11-12 17:01:22,3.358s,PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-12 17:01:22,2018-11-12 17:01:23,1.147s,PASSED
navigateToUrl,Chrome 70.0.3538.77,JIN URL,2018-11-12 17:01:23,2018-11-12 17:01:24,0.901s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Email',2018-11-12 17:01:24,2018-11-12 17:01:25,1.403s,PASSED
setEncryptedText,Chrome 70.0.3538.77,Enter 'Password',2018-11-12 17:01:25,2018-11-12 17:01:26,0.294s,PASSED
click,Chrome 70.0.3538.77,"Click ""Login "" button",2018-11-12 17:01:26,2018-11-12 17:01:26,0.190s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,Verify Sucessful Login ,2018-11-12 17:01:26,2018-11-12 17:01:27,0.850s,PASSED
,,,,,,
Test Cases/Profile,Chrome 70.0.3538.77,Update profile,2018-11-12 17:01:27,2018-11-12 17:01:30,2.975s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-12 17:01:27,2018-11-12 17:01:27,0.002s,PASSED
click,Chrome 70.0.3538.77,Click on drow-arrow icon on top right corner,2018-11-12 17:01:27,2018-11-12 17:01:28,0.825s,PASSED
click,Chrome 70.0.3538.77,Click 'Profile',2018-11-12 17:01:28,2018-11-12 17:01:28,0.633s,PASSED
click,Chrome 70.0.3538.77,Click 'Create',2018-11-12 17:01:28,2018-11-12 17:01:29,0.969s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,Verify profile update page ,2018-11-12 17:01:29,2018-11-12 17:01:30,0.253s,PASSED
,,,,,,
Test Cases/basic_info,Chrome 70.0.3538.77,Update Basic info of user,2018-11-12 17:01:30,2018-11-12 17:01:31,0.969s,ERROR
comment,Chrome 70.0.3538.77,,2018-11-12 17:01:30,2018-11-12 17:01:30,0.006s,PASSED
setText,Chrome 70.0.3538.77,Address 1,2018-11-12 17:01:30,2018-11-12 17:01:31,0.532s,PASSED
setText,Chrome 70.0.3538.77,Address 2,2018-11-12 17:01:31,2018-11-12 17:01:31,0.023s,PASSED
