Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
update_academic_info,Chrome 70.0.3538.77,TO UPDATE LOGGED IN USER ACADEMIC INFO,2018-11-12 18:35:02,2018-11-12 18:35:17,15.577s,FAILED
,,,,,,
Test Cases/Login Page,Chrome 70.0.3538.77,,2018-11-12 18:35:02,2018-11-12 18:35:12,9.493s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-12 18:35:02,2018-11-12 18:35:02,0.052s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-12 18:35:02,2018-11-12 18:35:06,4.069s,PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-12 18:35:06,2018-11-12 18:35:08,1.145s,PASSED
navigateToUrl,Chrome 70.0.3538.77,JIN URL,2018-11-12 18:35:08,2018-11-12 18:35:08,0.864s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Email',2018-11-12 18:35:08,2018-11-12 18:35:10,1.589s,PASSED
setEncryptedText,Chrome 70.0.3538.77,Enter 'Password',2018-11-12 18:35:10,2018-11-12 18:35:10,0.318s,PASSED
click,Chrome 70.0.3538.77,"Click ""Login "" button",2018-11-12 18:35:10,2018-11-12 18:35:11,0.187s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,Verify Sucessful Login ,2018-11-12 18:35:11,2018-11-12 18:35:12,0.917s,PASSED
,,,,,,
Test Cases/Profile,Chrome 70.0.3538.77,Update profile,2018-11-12 18:35:12,2018-11-12 18:35:13,1.713s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-12 18:35:12,2018-11-12 18:35:12,0.002s,PASSED
click,Chrome 70.0.3538.77,Click on drow-arrow icon on top right corner,2018-11-12 18:35:12,2018-11-12 18:35:12,0.407s,PASSED
click,Chrome 70.0.3538.77,Click 'Profile',2018-11-12 18:35:12,2018-11-12 18:35:12,0.266s,PASSED
click,Chrome 70.0.3538.77,Click 'Create',2018-11-12 18:35:12,2018-11-12 18:35:13,0.445s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,Verify profile update page ,2018-11-12 18:35:13,2018-11-12 18:35:13,0.312s,PASSED
,,,,,,
Test Cases/Academic_info,Chrome 70.0.3538.77,UPDATE LOGGED IN USER ACADEMIC INFORMATION,2018-11-12 18:35:13,2018-11-12 18:35:16,3.127s,FAILED
comment,Chrome 70.0.3538.77,,2018-11-12 18:35:14,2018-11-12 18:35:14,0.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 18:35:14,2018-11-12 18:35:14,0.187s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 18:35:14,2018-11-12 18:35:14,0.343s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 18:35:14,2018-11-12 18:35:14,0.255s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 18:35:14,2018-11-12 18:35:15,0.540s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 18:35:15,2018-11-12 18:35:15,0.260s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 18:35:15,2018-11-12 18:35:15,0.269s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 18:35:15,2018-11-12 18:35:16,0.238s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 18:35:16,2018-11-12 18:35:16,0.675s,FAILED
