Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
update_basic_info,Chrome 70.0.3538.77,,2018-11-12 17:06:00,2018-11-12 17:06:14,13.804s,ERROR
,,,,,,
Test Cases/Login Page,Chrome 70.0.3538.77,,2018-11-12 17:06:00,2018-11-12 17:06:09,8.479s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-12 17:06:01,2018-11-12 17:06:01,0.053s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-12 17:06:01,2018-11-12 17:06:04,2.991s,PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-12 17:06:04,2018-11-12 17:06:05,1.147s,PASSED
navigateToUrl,Chrome 70.0.3538.77,JIN URL,2018-11-12 17:06:05,2018-11-12 17:06:06,1.058s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Email',2018-11-12 17:06:06,2018-11-12 17:06:07,1.370s,PASSED
setEncryptedText,Chrome 70.0.3538.77,Enter 'Password',2018-11-12 17:06:07,2018-11-12 17:06:07,0.317s,PASSED
click,Chrome 70.0.3538.77,"Click ""Login "" button",2018-11-12 17:06:07,2018-11-12 17:06:08,0.273s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,Verify Sucessful Login ,2018-11-12 17:06:08,2018-11-12 17:06:09,0.916s,PASSED
,,,,,,
Test Cases/Profile,Chrome 70.0.3538.77,Update profile,2018-11-12 17:06:09,2018-11-12 17:06:12,3.285s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-12 17:06:09,2018-11-12 17:06:09,0.003s,PASSED
click,Chrome 70.0.3538.77,Click on drow-arrow icon on top right corner,2018-11-12 17:06:09,2018-11-12 17:06:10,1.261s,PASSED
click,Chrome 70.0.3538.77,Click 'Profile',2018-11-12 17:06:10,2018-11-12 17:06:11,0.276s,PASSED
click,Chrome 70.0.3538.77,Click 'Create',2018-11-12 17:06:11,2018-11-12 17:06:12,1.142s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,Verify profile update page ,2018-11-12 17:06:12,2018-11-12 17:06:12,0.319s,PASSED
,,,,,,
Test Cases/basic_info,Chrome 70.0.3538.77,Update Basic info of user,2018-11-12 17:06:12,2018-11-12 17:06:13,0.880s,ERROR
comment,Chrome 70.0.3538.77,,2018-11-12 17:06:12,2018-11-12 17:06:12,0.001s,PASSED
setText,Chrome 70.0.3538.77,Address 1,2018-11-12 17:06:12,2018-11-12 17:06:13,0.444s,PASSED
setText,Chrome 70.0.3538.77,Address 2,2018-11-12 17:06:13,2018-11-12 17:06:13,0.012s,PASSED
