Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
comment,Chrome 70.0.3538.77,,2018-11-13 14:36:11,2018-11-13 14:36:11,0.002s,PASSED
setText,Chrome 70.0.3538.77,Address 1,2018-11-13 14:36:11,2018-11-13 14:36:12,0.645s,PASSED
setText,Chrome 70.0.3538.77,Address 2,2018-11-13 14:36:12,2018-11-13 14:36:13,0.599s,PASSED
setText,Chrome 70.0.3538.77,City,2018-11-13 14:36:13,2018-11-13 14:36:13,0.406s,PASSED
setText,Chrome 70.0.3538.77,State,2018-11-13 14:36:13,2018-11-13 14:36:13,0.349s,PASSED
setText,Chrome 70.0.3538.77,Pin-code,2018-11-13 14:36:13,2018-11-13 14:36:14,0.328s,PASSED
setText,Chrome 70.0.3538.77,Emergency Contact Number,2018-11-13 14:36:14,2018-11-13 14:36:14,0.467s,PASSED
setText,Chrome 70.0.3538.77,Emergency Contact Relationship,2018-11-13 14:36:14,2018-11-13 14:36:15,0.297s,PASSED
click,Chrome 70.0.3538.77,Click 'Update' button,2018-11-13 14:36:15,2018-11-13 14:36:15,0.186s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:36:15,2018-11-13 14:36:20,5.012s,PASSED
,,,,,,
Test Cases/Academic_info,Chrome 70.0.3538.77,UPDATE LOGGED IN USER ACADEMIC INFORMATION,2018-11-13 14:36:20,2018-11-13 14:36:28,7.863s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-13 14:36:20,2018-11-13 14:36:20,0.001s,PASSED
click,Chrome 70.0.3538.77,Click 'Academic Inforomation' tab,2018-11-13 14:36:20,2018-11-13 14:36:20,0.138s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Qualification',2018-11-13 14:36:20,2018-11-13 14:36:20,0.266s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Degree',2018-11-13 14:36:20,2018-11-13 14:36:21,0.371s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Specialization',2018-11-13 14:36:21,2018-11-13 14:36:21,0.443s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Name Of The Institution',2018-11-13 14:36:21,2018-11-13 14:36:22,0.570s,PASSED
setText,Chrome 70.0.3538.77,Enter 'University',2018-11-13 14:36:22,2018-11-13 14:36:22,0.209s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Year Of Passing',2018-11-13 14:36:22,2018-11-13 14:36:22,0.226s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Percentage',2018-11-13 14:36:22,2018-11-13 14:36:22,0.236s,PASSED
click,Chrome 70.0.3538.77,Click 'Update' button,2018-11-13 14:36:22,2018-11-13 14:36:23,0.183s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:36:23,2018-11-13 14:36:28,5.003s,PASSED
,,,,,,
Test Cases/Personal_info,Chrome 70.0.3538.77,TO UPDATE PERSONAL INFORMATION OF LOGGED IN USER,2018-11-13 14:36:28,2018-11-13 14:36:35,7.213s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-13 14:36:28,2018-11-13 14:36:28,0.001s,PASSED
click,Chrome 70.0.3538.77,"Click ""Personal Information' tab

",2018-11-13 14:36:28,2018-11-13 14:36:28,0.092s,PASSED
setText,Chrome 70.0.3538.77,"Enter 'Father's Name'
",2018-11-13 14:36:28,2018-11-13 14:36:28,0.364s,PASSED
setText,Chrome 70.0.3538.77,"Enter 'Pan Number'
",2018-11-13 14:36:28,2018-11-13 14:36:29,0.332s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Adhar Number',2018-11-13 14:36:29,2018-11-13 14:36:29,0.409s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Driving Licesen No',2018-11-13 14:36:29,2018-11-13 14:36:29,0.330s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Passport Number',2018-11-13 14:36:29,2018-11-13 14:36:30,0.303s,PASSED
click,Chrome 70.0.3538.77,Click 'Update' button,2018-11-13 14:36:30,2018-11-13 14:36:30,0.152s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:36:30,2018-11-13 14:36:35,5.003s,PASSED
,,,,,,
Test Cases/account_info,Chrome 70.0.3538.77,TO UPDATE ACCOUNT INFORMATION OF LOGGED IN USER,2018-11-13 14:36:35,2018-11-13 14:36:41,6.563s,PASSED
comment,Chrome 70.0.3538.77,,2018-11-13 14:36:35,2018-11-13 14:36:35,0.003s,PASSED
click,Chrome 70.0.3538.77,"Click 'Account Information' tab
",2018-11-13 14:36:35,2018-11-13 14:36:35,0.119s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Bank Name',2018-11-13 14:36:35,2018-11-13 14:36:36,0.369s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Name as per Bank ',2018-11-13 14:36:36,2018-11-13 14:36:36,0.303s,PASSED
setText,Chrome 70.0.3538.77,Enter 'Account Number',2018-11-13 14:36:36,2018-11-13 14:36:36,0.438s,PASSED
click,Chrome 70.0.3538.77,,2018-11-13 14:36:36,2018-11-13 14:36:36,0.113s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:36:36,2018-11-13 14:36:41,5.002s,PASSED
